Title,Description,Genre,Rated,Running Time(mins),Release Date,Director,Cast,Primary Country,International,Lead Production Company,Multiple Production Companies,Wins,Nominations,IMDb Votes,IMDb Score,Plot,Cleaned_Description,clean_plot,plot_sentiment,plot_subjectivity,Release Year,Release Month,netflix_director,Popular Actors,Running_bin
Mixtape,"When a young girl accidentally destroys the mixtape that belonged to her mother, she sets out to track down each of the obscure songs on the cassette.","Comedy, Drama, Family",Parental Guidance,93,2021-12-03,Valerie Weiss,"['Gemma Brooke Allen', 'Julie Bowen', 'Audrey Hsieh']",United States,0,Netter Productions,0,3,2,3980.0,6.6,"A 12 year old girl finds a broken mixtape belonging to the mother she never knew. She decides to track down each of the tape's obscure songs in an effort to find out what her mother was like, leading to a reconciliation with the aunt who raised her.",when a young girl accidentally destroys the mixtape that belonged to her mother she sets out to track down each of the obscure songs on the cassette,a 12 year old girl finds a broken mixtape belonging to the mother she never knew she decides to track down each of the tapes obscure songs in an effort to find out what her mother was like leading to a reconciliation with the aunt who raised her,-0.15185185185185188,0.29629629629629634,2021,12,0,0,Medium
David and the Elves,"A jaded, overworked elf runs off to the real world where he tries to experience the magic of Christmas with the help of a newly befriended young boy.","Comedy, Family, Fantasy",Parental Guidance,105,2021-12-06,Michał Rogalski,"['Cyprian Grabowski', 'Jakub Zajac', 'Cezary Zak']",Poland,1,Netflix,1,0,0,831.0,5.2,"Where does the magic power come from in the land of Santa Claus? Elf Albert believes that it is given by people's love, which comes from gratitude for gifts. Albert does not understand why Saint Nicholas is needed, with whom he is hiding in an invisible sleigh. Isn't it better to go to people and use their love to the full? Albert wants to check if he is right and escapes from the land of Santa Claus. It turns out, however, that nobody on Earth loves him, nobody needs his magic or gifts. Albert's magical powers begin to wane. Fortunately, she meets 11-year-old David, who believes in the magic of Christmas and searches for her in a big city without success. David has sincere love for Albert. He is ready to do anything for a friend. Even so, Albert is still losing power. It seems that human love does not increase it. Where to get it then? If Albert and David did not find an answer, the worst would happen to the elf.",a jaded overworked elf runs off to the real world where he tries to experience the magic of christmas with the help of a newly befriended young boy,where does the magic power come from in the land of santa claus elf albert believes that it is given by peoples love which comes from gratitude for gifts albert does not understand why saint nicholas is needed with whom he is hiding in an invisible sleigh isnt it better to go to people and use their love to the full albert wants to check if he is right and escapes from the land of santa claus it turns out however that nobody on earth loves him nobody needs his magic or gifts alberts magical powers begin to wane fortunately she meets 11yearold david who believes in the magic of christmas and searches for her in a big city without success david has sincere love for albert he is ready to do anything for a friend even so albert is still losing power it seems that human love does not increase it where to get it then if albert and david did not find an answer the worst would happen to the elf,0.3018796992481203,0.5781954887218045,2021,12,0,0,Medium
Asakusa Kid,"Before he hit it big, Takeshi Kitano got his start apprenticing with comedy legend Fukami of Asakusa. But as his star rises, his mentor's declines.","Biography, Drama",Mature Audiences,122,2021-12-09,Gekidan Hitori,"['Gina Su', 'Keiko Agena', 'Feodor Chin']",Japan,0,Django Film,1,1,0,1645.0,7.1,"It is the 1960s and a young Kitano Takeshi drops out of school to immerse himself in the theatre. He is fortunate enough to become the protege of a famed entertainer in Japan. Takeshi is taught to practice being an entertainer day and night, awake or sleeping. He should inhabit the persona. At the same time theatre is becoming less popular as people gravitate to their televisions.",before he hit it big takeshi kitano got his start apprenticing with comedy legend fukami of asakusa but as his star rises his mentors declines,it is the 1960s and a young kitano takeshi drops out of school to immerse himself in the theatre he is fortunate enough to become the protege of a famed entertainer in japan takeshi is taught to practice being an entertainer day and night awake or sleeping he should inhabit the persona at the same time theatre is becoming less popular as people gravitate to their televisions,0.1976190476190476,0.505952380952381,2021,12,0,0,Long
Anonymously Yours,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.","Drama, Romance",Not Rated,100,2021-12-10,Maria Torres,"['Annie Cabello', 'Harold Azuara', 'Estefi Merelles']",Mexico,0,No Production Company Listed,1,0,0,2194.0,5.8,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",after an accidental text message turns into a digital friendship vale and alex start crushing on each other without realizing theyve met in real life,after an accidental text message turns into a digital friendship vale and alex start crushing on each other without realizing theyve met in real life,0.11875000000000001,0.39375,2021,12,0,0,Medium
Back to the Outback,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.","Animation, Adventure, Comedy",Parental Guidance,95,2021-12-10,Clare Knight,"['Eric Bana', 'Tim Minchin', 'Miranda Tapsell']",Australia,1,Netflix,1,1,0,9658.0,6.5,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a ragtag group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback, a place where they'll fit in without being judged for their scales and fangs. Leading the group is Maddie, a poisonous snake with a heart of gold, who bands together with a self-assured Thorny Devil lizard Zoe, a lovelorn hairy spider Frank, and a sensitive scorpion Nigel. But when their nemesis Pretty Boy, a cute but obnoxious koala unexpectedly joins their escape, Maddie and the gang have no choice but to take him with them. So begins a hair-raising and hilarious road trip across Australia, as they are pursued by a zookeeper Chaz and his adventure-seeking mini-me.",tired of being locked in a reptile house where humans gawk at them like theyre monsters a group of australias deadliest creatures plot a daring escape from their zoo to the outback,tired of being locked in a reptile house where humans gawk at them like theyre monsters a ragtag group of australias deadliest creatures plot a daring escape from their zoo to the outback a place where theyll fit in without being judged for their scales and fangs leading the group is maddie a poisonous snake with a heart of gold who bands together with a selfassured thorny devil lizard zoe a lovelorn hairy spider frank and a sensitive scorpion nigel but when their nemesis pretty boy a cute but obnoxious koala unexpectedly joins their escape maddie and the gang have no choice but to take him with them so begins a hairraising and hilarious road trip across australia as they are pursued by a zookeeper chaz and his adventureseeking minime,0.20714285714285713,0.8571428571428571,2021,12,0,0,Medium
The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,"Crime, Drama",Mature Audiences,112,2021-12-10,Nora Fingscheidt,"['Sandra Bullock', 'Viola Davis', ""Vincent D'Onofrio""]",United Kingdom,1,GK Films,1,5,4,114586.0,7.1,"Released from prison after serving a sentence for a violent crime, Ruth Slater (Bullock) re-enters a society that refuses to forgive her past. Facing severe judgment from the place she once called home, her only hope for redemption is finding the estranged younger sister she was forced to leave behind.",a woman is released from prison after serving a sentence for a violent crime and reenters a society that refuses to forgive her past,released from prison after serving a sentence for a violent crime ruth slater bullock reenters a society that refuses to forgive her past facing severe judgment from the place she once called home her only hope for redemption is finding the estranged younger sister she was forced to leave behind,-0.2916666666666667,0.525,2021,12,0,0,Medium
The Hand of God,"In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.",Drama,Mature Audiences,130,2021-09-02,Paolo Sorrentino,"['Filippo Scotti', 'Toni Servillo', 'Teresa Saponangelo']",Italy,1,The Apartment,0,30,65,46628.0,7.3,"In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.",in 1980s naples young fabietto pursues his love for football as family tragedy strikes shaping his uncertain but promising future as a filmmaker,in 1980s naples young fabietto pursues his love for football as family tragedy strikes shaping his uncertain but promising future as a filmmaker,0.2,0.40625,2021,9,0,0,Long
A California Christmas: City Lights,"Sequel to ""A California Christmas"". Follows Callie and Joseph one year after they fell in love, now running a dairy farm and winery, but their romance is threatened when business and family obligations call Joseph back to the city.","Comedy, Drama, Romance",Parental Guidance,90,2021-12-16,Shaun Piccinino,"['Lauren Swickard', 'Josh Swickard', 'Ali Afshar']",United States,0,ESX Entertainment,0,0,0,3029.0,5.5,"Sequel to ""A California Christmas"". Follows Callie and Joseph one year after they fell in love, now running a dairy farm and winery, but their romance is threatened when business and family obligations call Joseph back to the city.",sequel to a california christmas follows callie and joseph one year after they fell in love now running a dairy farm and winery but their romance is threatened when business and family obligations call joseph back to the city,sequel to a california christmas follows callie and joseph one year after they fell in love now running a dairy farm and winery but their romance is threatened when business and family obligations call joseph back to the city,0.25,0.3,2021,12,1,1,Medium
A Naija Christmas,A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.,"Comedy, Drama, Romance",Mature Audiences,121,2021-12-16,Kunle Afolayan,"['Onikosi Bukola Abisoye', 'Lateef Adedimeji', 'Abayomi Alvin']",Nigeria,0,No Production Company Listed,1,0,0,424.0,4.9,A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.,a mothers christmas wish and the grand prize that comes with it sets off a fierce competition between her sons,a mothers christmas wish  and the grand prize that comes with it  sets off a fierce competition between her sons,0.5,1.0,2021,12,1,0,Long
Grumpy Christmas,"A family trip to the beach turns crazy when Servando and Alicia, Alma's willful aunt, start an over-the-top competition to control Christmas.",Comedy,Mature Audiences,87,2021-12-21,Raúl Martínez,"['Héctor Bonilla', 'Jacqueline Bracamontes', 'Juan Pablo de Santiago']",Mexico,0,No Production Company Listed,1,0,0,424.0,4.5,"A family trip to the beach turns crazy when Servando and Alicia, Alma's willful aunt, start an over-the-top competition to control Christmas.",a family trip to the beach turns crazy when servando and alicia almas willful aunt start an overthetop competition to control christmas,a family trip to the beach turns crazy when servando and alicia almas willful aunt start an overthetop competition to control christmas,-0.6,0.9,2021,12,0,0,Medium
1000 Miles from Christmas,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.","Comedy, Romance",Parental Guidance,102,2021-12-24,Álvaro Fernández Armero,"['Tamar Novas', 'Andrea Ros', 'Mar del Hoyo']",Spain,0,Nadie es Perfecto PC,0,0,0,1850.0,5.8,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.",a christmas tale a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the christmas spirit,a christmas tale a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the christmas spirit,0.0,0.5,2021,12,0,0,Medium
Don't Look Up,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,"Comedy, Drama, Sci-Fi",Mature Audiences,138,2021-12-05,Adam McKay,"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep']",United States,0,Hyperobject Industries,1,21,89,566279.0,7.2,"Kate Dibiasky (Jennifer Lawrence), an astronomy grad student, and her professor Dr. Randall Mindy (Leonardo DiCaprio) make an astounding discovery of a comet orbiting within the solar system. The problem - it's on a direct collision course with Earth. The other problem? No one really seems to care. Turns out warning mankind about a planet-killer the size of Mount Everest is an inconvenient fact to navigate. With the help of Dr. Oglethorpe (Rob Morgan), Kate and Randall embark on a media tour that takes them from the office of an indifferent President Orlean (Meryl Streep) and her sycophantic son and Chief of Staff, Jason (Jonah Hill), to the airwaves of The Daily Rip, an upbeat morning show hosted by Brie (Cate Blanchett) and Jack (Tyler Perry). With only six months until the comet makes impact, managing the 24-hour news cycle and gaining the attention of the social media obsessed public before it's too late proves shockingly comical - what will it take to get the world to just look up?.",two lowlevel astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet earth,kate dibiasky jennifer lawrence an astronomy grad student and her professor dr randall mindy leonardo dicaprio make an astounding discovery of a comet orbiting within the solar system the problem  its on a direct collision course with earth the other problem no one really seems to care turns out warning mankind about a planetkiller the size of mount everest is an inconvenient fact to navigate with the help of dr oglethorpe rob morgan kate and randall embark on a media tour that takes them from the office of an indifferent president orlean meryl streep and her sycophantic son and chief of staff jason jonah hill to the airwaves of the daily rip an upbeat morning show hosted by brie cate blanchett and jack tyler perry with only six months until the comet makes impact managing the 24hour news cycle and gaining the attention of the social media obsessed public before its too late proves shockingly comical  what will it take to get the world to just look up,0.016025641025641017,0.516025641025641,2021,12,0,0,Long
Minnal Murali,"An unusual event creates a lightning which in turns gives superhuman abilies to an ambitious tailor ,whose responsibility is now to protect his home village from the evil plans of the antagonist.","Action, Comedy, Drama",Mature Audiences,159,2021-12-16,Basil Joseph,"['Tovino Thomas', 'Guru Somasundaram', 'Aju Varghese']",India,0,Weekend Blockbusters,0,12,15,31470.0,7.8,"Jaison(Tovino Thomas), a tailor from the village of kurukkanmoola, obtains superpowers such as enhanced speed, agility, reflexes and strength after being hit by a bolt of lightning and becomes the superhero ""Minnal Murali"". The story follows him exploring his said superpowers and how it leads to his clash between the movie's main antagonist, Selvan(Guru Somasundaram), a super-villain going by the name of ""Vellidi Venkiti"".",an unusual event creates a lightning which in turns gives superhuman abilies to an ambitious tailor whose responsibility is now to protect his home village from the evil plans of the antagonist,jaisontovino thomas a tailor from the village of kurukkanmoola obtains superpowers such as enhanced speed agility reflexes and strength after being hit by a bolt of lightning and becomes the superhero minnal murali the story follows him exploring his said superpowers and how it leads to his clash between the movies main antagonist selvanguru somasundaram a supervillain going by the name of vellidi venkiti,0.08333333333333333,0.41666666666666663,2021,12,0,0,Long
Lulli,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.","Comedy, Romance",Mature Audiences,90,2021-12-26,César Rodrigues,"['Larissa Manoela', 'Vinícius Redd', 'Amanda de Godoi']",Brazil,0,A Fábrica,0,0,0,1701.0,4.8,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.",after getting electrocuted by an mri machine an ambitious young medical student begins to hear the thoughts of others,after getting electrocuted by an mri machine an ambitious young medical student begins to hear the thoughts of others,0.11666666666666665,0.3833333333333333,2021,12,1,0,Medium
Hilda and the Mountain King,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again and save the city of Trolberg.","Animation, Adventure, Comedy",General Audiences,82,2021-12-30,Andy Coyle,"['Bella Ramsey', 'Ameerah Falzon-Ojo', 'Oliver Nelson']",United Kingdom,1,Silvergate Media,1,2,5,3192.0,7.7,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again and save the city of Trolberg.",when hilda wakes up in the body of a troll she must use her wits and courage to get back home become human again and save the city of trolberg,when hilda wakes up in the body of a troll she must use her wits and courage to get back home become human again and save the city of trolberg,0.0,0.05,2021,12,0,0,Medium
The Minimalists: Less Is Now,The Minimalists have reworked this phrase to create a sense of urgency for today’s consumer culture: now is the time for less.,Documentary,Mature Audiences,53,2021-01-01,Matt D'Avella,"['Joshua Fields Millburn', 'Ryan Nicodemus', 'Dave Ramsey']",United States,0,Booklight Productions,0,0,1,4745.0,5.9,"The film's title was inspired by the popular maxim ""Less is more,"" popularized by architect Ludwig Mies van der Rohe (1886-1969), who used this aphorism to describe his design aesthetic; his tactic was one of arranging the necessary components of a building to create an impression of extreme simplicity. The Minimalists have reworked this phrase to create a sense of urgency for today's consumer culture: now is the time for less.",the minimalists have reworked this phrase to create a sense of urgency for todays consumer culture now is the time for less,the films title was inspired by the popular maxim less is more popularized by architect ludwig mies van der rohe 18861969 who used this aphorism to describe his design aesthetic his tactic was one of arranging the necessary components of a building to create an impression of extreme simplicity the minimalists have reworked this phrase to create a sense of urgency for todays consumer culture now is the time for less,0.10694444444444445,0.5888888888888889,2021,1,0,0,Short
Tony Parker: The Final Shot,Examines the background and the career of the french basketball player Tony Parker.,"Documentary, Biography, Sport",Mature Audiences,98,2021-01-06,Florent Bodin,['Tony Parker'],France,0,No Production Company Listed,1,0,0,1555.0,6.8,Examines the background and the career of the french basketball player Tony Parker.,examines the background and the career of the french basketball player tony parker,examines the background and the career of the french basketball player tony parker,0.0,0.0,2021,1,1,0,Medium
"Crack: Cocaine, Corruption & Conspiracy","In the early 1980s, the crack epidemic tore through America’s inner cities like a tsunami, ravaging all in its wake.","Documentary, Crime, History",Mature Audiences,89,2021-01-11,Stanley Nelson Jr.,"['Elizabeth Hinton', 'Nelson George', 'Alan Charles']",United States,0,Odball Films,0,0,0,3698.0,6.7,"In the early 1980s, the crack epidemic tore through America’s inner cities like a tsunami, ravaging all in its wake.",in the early 1980s the crack epidemic tore through americas inner cities like a tsunami ravaging all in its wake,in the early 1980s the crack epidemic tore through americas inner cities like a tsunami ravaging all in its wake,0.05,0.23333333333333334,2021,1,0,0,Medium
What Would Sophia Loren Do?,"An Italian-American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.","Documentary, Short, Biography",Mature Audiences,32,2021-01-15,Ross Kauffman,"['Nancy Kulik', 'Sophia Loren', 'Edoardo Ponti']",United States,0,Artemis Rising Foundation,1,0,0,794.0,6.6,"An Italian-American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.",an italianamerican grandmother and film buff finds strength and joy in the life of her screen idol sophia loren,an italianamerican grandmother and film buff finds strength and joy in the life of her screen idol sophia loren,0.8,0.2,2021,1,0,0,Short
"Strip Down, Rise Up",Academy Award Nominated director Michèle Ohayon's Verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry.,Documentary,Mature Audiences,112,2021-02-05,Michèle Ohayon,"['Keith Ballinger', 'Amy Bond', 'Jenyne Butterfly']",United States,0,Kavana Entertainment,0,0,1,711.0,5.5,Academy Award Nominated director Michèle Ohayon's Verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry.,academy award nominated director michèle ohayons verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry,academy award nominated director michèle ohayons verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry,0.0,0.0,2021,2,0,0,Medium
Biggie: I Got a Story to Tell,"This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.","Documentary, Biography, Music",Mature Audiences,97,2021-03-01,Emmett Malloy,"['The Notorious B.I.G.', 'Damion Butler', ""Sean 'Diddy' Combs""]",United States,0,Netflix,0,1,2,5394.0,6.8,"This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.",this documentary features rare footage filmed by christopher wallaces best friend damion droc butler and interviews with his closest friends and family revealing a side of biggie smalls that the world never knew,this documentary features rare footage filmed by christopher wallaces best friend damion droc butler and interviews with his closest friends and family revealing a side of biggie smalls that the world never knew,0.43333333333333335,0.39999999999999997,2021,3,0,0,Medium
Seaspiracy,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species - and uncovers alarming global corruption.","Documentary, Adventure",Mature Audiences,89,2021-03-24,Ali Tabrizi,"['Ali Tabrizi', ""Richard O'Barry"", 'Lucy Tabrizi']",United States,0,A.U.M. Films,1,0,1,32877.0,8.1,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species - and uncovers alarming global corruption.",passionate about ocean life a filmmaker sets out to document the harm that humans do to marine species and uncovers alarming global corruption,passionate about ocean life a filmmaker sets out to document the harm that humans do to marine species  and uncovers alarming global corruption,-0.05000000000000001,0.4833333333333334,2021,3,0,0,Medium
Dolly Parton: A MusiCares Tribute,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.","Documentary, Music",Parental Guidance,55,2021-04-07,Christian Lamb,['Brooke Weirick'],United States,0,Netflix,0,0,1,271.0,6.6,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",in a starstudded evening of music and memories a community of iconic performers honor dolly parton as the musicares person of the year,in a starstudded evening of music and memories a community of iconic performers honor dolly parton as the musicares person of the year,0.5,0.5,2021,4,0,0,Short
Why Did You Kill Me?,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,"Documentary, Crime",Mature Audiences,83,2021-04-14,Fredrick Munk,"['Belinda Lane', 'Justin Theobald', 'Jaimie']",United States,0,Tree Tree Tree,0,0,0,4571.0,5.6,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,the line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24yearold crystal theobald,the line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24yearold crystal theobald,-0.10740740740740744,0.11851851851851852,2021,4,0,0,Medium
Searching for Sheela,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,"Documentary, Biography, Crime",Not Rated,58,2021-04-22,Shakun Batra,"['Ma Anand Sheela', 'Shoma Chaudhury', 'Anurag Chauhan']",India,0,Dharmatic Jouska Films,0,0,0,1472.0,4.3,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,journalists and fans await ma anand sheela as the infamous former rajneesh communes spokesperson returns to india after decades for an interview tour,journalists and fans await ma anand sheela as the infamous former rajneesh communes spokesperson returns to india after decades for an interview tour,-0.25,0.5,2021,4,0,0,Short
Nail Bomber: Manhunt,"This documentary tells the story of the 1999 London bombings that targeted minority communities, and the race to find the far-right extremist behind them.","Documentary, Crime, History",Mature Audiences,72,2021-05-26,Daniel Vernon,"['David Copeland', 'Arthur', 'Talent Chioma Mundy-Castle']",United Kingdom,0,Expectation,0,0,1,2418.0,6.3,"This documentary tells the story of the 1999 London bombings that targeted minority communities, and the race to find the far-right extremist behind them.",this documentary tells the story of the 1999 london bombings that targeted minority communities and the race to find the farright extremist behind them,this documentary tells the story of the 1999 london bombings that targeted minority communities and the race to find the farright extremist behind them,-0.2,0.35,2021,5,0,0,Medium
Breaking Boundaries: The Science of Our Planet,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,Documentary,Parental Guidance,73,2021-06-04,Jon Clay,"['David Attenborough', 'Elena Bennett', 'Jason Box']",United States,0,Silverback Films,0,0,0,3092.0,7.7,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,david attenborough and scientist johan rockström examine earths biodiversity collapse and how this crisis can still be averted,david attenborough and scientist johan rockström examine earths biodiversity collapse and how this crisis can still be averted,0.0,0.0,2021,6,0,1,Medium
Kitty Love: An Homage to Cats,"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.",Documentary,Parental Guidance,60,2021-06-05,Mark Verkerk,"['Abatutu', 'Nicolette Kluijver', 'Djae Van der Helm']",Netherlands,0,Ems Films,1,0,0,597.0,5.2,"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.",famous feline abatutu presents this charming celebration of cats showcasing their finest and friskiest moments with a collection of home videos,famous feline abatutu presents this charming celebration of cats showcasing their finest and friskiest moments with a collection of home videos,0.6,1.0,2021,6,0,0,Short
Murder by the Coast,"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.","Documentary, Crime, History",Mature Audiences,88,2021-06-23,Tània Balló,['No Cast Available'],Spain,0,No Production Company Listed,1,0,0,2376.0,6.5,"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",in 1999 teen rocío wanninkhof is murdered her mothers expartner dolores vázquez is suspected did she do it a second victim reveals the truth,in 1999 teen rocío wanninkhof is murdered her mothers expartner dolores vázquez is suspected did she do it a second victim reveals the truth,-0.025000000000000005,0.016666666666666666,2021,6,0,0,Medium
Sisters on Track,"A coming of age story about hope, belonging, and the metaphorical and literal sisterhood of young athletes Tai, Rainn, and Brooke Sheppard living in New York.","Documentary, Sport",Parental Guidance,96,2021-06-24,Tone Grøttjord-Glenne,"['Tai Sheppard', 'Rainn Sheppard', 'Brooke Sheppard']",United States,0,No Production Company Listed,1,0,1,227.0,6.1,"A coming of age story about hope, belonging, and the metaphorical and literal sisterhood of young athletes Tai, Rainn, and Brooke Sheppard living in New York.",a coming of age story about hope belonging and the metaphorical and literal sisterhood of young athletes tai rainn and brooke sheppard living in new york,a coming of age story about hope belonging and the metaphorical and literal sisterhood of young athletes tai rainn and brooke sheppard living in new york,0.07878787878787878,0.35151515151515156,2021,6,0,0,Medium
Audible,Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.,"Documentary, Short, Sport",Parental Guidance,39,2021-07-01,Matthew Ogens,['Amaree McKenstry-Hall'],United States,0,Film 45,1,1,3,2562.0,6.7,"Audible is a cinematic and immersive coming of age film, documenting the journey of Maryland School for the Deaf high school athlete Amaree McKenstry-Hall. Amaree and his closest friends face the pressures of senior year while grappling with the realities of venturing off into a hearing world. They take out their frustrations on the football field as they battle to protect an unprecedented winning streak, while coming to terms with the tragic loss of a close friend. This is a story about kids who stand up to adversity and demand to be heard. They face conflict, but approach the future with hope - shouting to the world that they exist and they matter.",football player amaree mckenstryhall and his maryland school for the deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend,audible is a cinematic and immersive coming of age film documenting the journey of maryland school for the deaf high school athlete amaree mckenstryhall amaree and his closest friends face the pressures of senior year while grappling with the realities of venturing off into a hearing world they take out their frustrations on the football field as they battle to protect an unprecedented winning streak while coming to terms with the tragic loss of a close friend this is a story about kids who stand up to adversity and demand to be heard they face conflict but approach the future with hope  shouting to the world that they exist and they matter,0.085,0.5441666666666667,2021,7,0,0,Short
Pray Away,"Former leaders of the ""pray the gay away"" movement contend with the aftermath unleashed by their actions, while a survivor seeks healing and acceptance from more than a decade of trauma.",Documentary,Parental Guidance,101,2021-06-16,Kristine Stolakis,"['Yvette Cantu Schneider', 'Michael Bussee', 'John Paulk']",United States,0,Blumhouse Productions,1,0,4,3380.0,6.5,"Former leaders of the ""pray the gay away"" movement contend with the aftermath unleashed by their actions, while a survivor seeks healing and acceptance from more than a decade of trauma.",former leaders of the pray the gay away movement contend with the aftermath unleashed by their actions while a survivor seeks healing and acceptance from more than a decade of trauma,former leaders of the pray the gay away movement contend with the aftermath unleashed by their actions while a survivor seeks healing and acceptance from more than a decade of trauma,0.3055555555555556,0.36111111111111116,2021,6,0,0,Medium
Untold: Malice at the Palace,"A brawl broke out near the end of a game between the Indiana Pacers and the Detroit Pistons on November 19, 2004. Nearly 17 years later, we re-examine that night and all the consequences that came from it.","Documentary, Crime, Sport",Mature Audiences,68,2021-08-10,Floyd Russ,"[""Jermaine O'Neal"", 'Stephen Jackson', 'Metta World Peace']",United States,0,Players' Tribune,0,0,1,9415.0,7.5,"A brawl broke out near the end of a game between the Indiana Pacers and the Detroit Pistons on November 19, 2004. Nearly 17 years later, we re-examine that night and all the consequences that came from it.",a brawl broke out near the end of a game between the indiana pacers and the detroit pistons on november 19 2004 nearly 17 years later we reexamine that night and all the consequences that came from it,a brawl broke out near the end of a game between the indiana pacers and the detroit pistons on november 19 2004 nearly 17 years later we reexamine that night and all the consequences that came from it,-0.05000000000000001,0.30000000000000004,2021,8,1,0,Medium
Untold: Deal with the Devil,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.","Documentary, Crime, Sport",Mature Audiences,77,2021-08-17,Laura Brownson,"['Christy Martin', 'Joyce Salters', 'Johnny Salters']",United States,0,Players' Tribune,0,0,1,2658.0,7.3,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",christy martin broke boundaries and noses as she rose in the boxing world but her public persona belied personal demons abuse and a threat on her life,christy martin broke boundaries and noses as she rose in the boxing world but her public persona belied personal demons abuse and a threat on her life,0.19999999999999998,0.4388888888888889,2021,8,1,0,Medium
